District IRN,District Name,County,Region,Address,"City, State, Zip",Phone,Superintendent,Enrollment 2016-2017,Letter Grade of Achievement Component,Letter Grade of Percent Standards,Gifted Indicator Met/Not Met Status,Percent of Standards Met,Letter Grade of Performance Index,Performance Index Percent,Letter Grade of AMO,AMO Points,Letter Grade of K3 Literacy,K3 Literacy Percent,Letter Grade of Progress Component,Letter Grade of Overall Value Added,Overall Value Added Gain Index,Letter Grade of Gifted Value Added,Gifted Value Added Gain Index,Letter Grade of Students with Disabilities Value Added,Students with Disabilities Value Added Gain Index,Letter Grade of Lowest 20% Value Added,Lowest 20% Value Added Gain Index,Letter Grade of High Mobility Value Added,High Mobility Value Added Gain Index,Letter Grade of Grad Rate Component,Letter Grade of 4Year Grad Rate 2016,4 Year Grad Rate 2016,Letter Grade of 5 Year Grad Rate 2015,5 Year Grad Rate 2015,Letter Grade of Prepared for Success Component,Percent of Prepared for Success Component,Attendance Rate 2016-2017,Attendance Rate 2015-2016,Attendance Rate 2014-2015,Chronic Absenteeism Percent 2016-2017,Watermark
045856,Buckeye Local,Ashtabula,Region 5,3436 Edgewood Dr,"Ashtabula, OH, 44004-5967",(440) 998-4411,Patrick E. Colucci,1711,D,F,Not Met,16.7,C,74.9,C,72.6,C,39.7,D,F,-5.6,D,-1.9,F,-4.0,F,-2.2,NR,NC,C,C,88.5,C,89.9,F,21.8,94.6,94.5,94.5,12.7,
045864,Grand Valley Local,Ashtabula,Region 5,111 Grand Valley Ave West,"Orwell, OH, 44076-9420",(440) 437-6260,William R. Nye,1113,D,F,Not Met,12.0,C,71.6,F,55.2,D,23.5,D,F,-8.0,B,2.0,F,-3.3,F,-2.5,NR,NC,B,B,90.3,B,91.6,D,31.0,94.7,94.7,94.9,11.1,
045872,Jefferson Area Local,Ashtabula,Region 5,121 S Poplar St,"Jefferson, OH, 44047-1328",(440) 576-9180,John C. Montanaro,1695,D,F,Not Met,16.7,C,74.3,D,61.2,C,31.4,A,A,8.0,B,1.8,A,2.5,A,3.1,NR,NC,B,B,91.7,B,94.7,D,26.1,94.5,95.2,94.9,12.3,
045880,Pymatuning Valley Local,Ashtabula,Region 5,PO Box 1180,"Andover, OH, 44003-1180",(440) 293-6488,Michael A. Candela,1194,D,F,Not Met,8.3,C,73.6,F,40.6,C,46.7,D,F,-7.7,D,-1.2,D,-1.8,C,0.5,NR,NC,B,B,90.8,A,97.2,F,23.1,94.3,94.8,94.5,11.8,
045906,Alexander Local,Athens,Region 16,6091 Ayers Rd,"Albany, OH, 45710-9492",(740) 698-8831,Lindy L. Douglas,1492,D,F,Not Met,12.5,C,74.3,C,73.6,C,34.4,A,A,10.3,A,5.0,A,2.3,A,4.0,NR,NC,A,A,96.5,A,97.1,D,31.7,94.4,94.6,94.9,12.0,
045914,Federal Hocking Local,Athens,Region 16,PO Box 117,"Stewart, OH, 45778-0117",(740) 662-6691,George H. Wood,997,D,F,Not Met,0.0,D,62.8,F,37.3,C,32.8,F,F,-8.3,F,-2.0,F,-4.0,F,-2.3,NR,NC,B,B,91.4,B,91.0,F,17.5,94.2,95.4,95.0,15.8,
045922,Trimble Local,Athens,Region 16,1 Tomcat Dr,"Glouster, OH, 45732-9335",(740) 767-4444,Scott L. Christman,814,D,F,Not Met,0.0,D,60.5,F,38.6,C,23.9,C,C,0.2,A,3.0,F,-5.8,C,-0.4,NR,NC,B,B,91.4,B,91.5,F,20.3,93.0,93.8,93.6,20.3,
045948,Minster Local,Auglaize,Region 6,50 E 7th St,"Minster, OH, 45865-1095",(419) 628-3397,Brenda A. Boeke,831,B,B,Not Met,87.5,B,87.4,B,89.1,NR,NC,C,C,0.7,F,-2.5,D,-1.2,NR,NC,NR,NC,A,A,97.0,A,100.0,B,85.0,97.2,97.3,96.8,2.0,
045955,New Bremen Local,Auglaize,Region 6,901 E Monroe St,"New Bremen, OH, 45869-9685",(419) 629-8606,Jason A. Schrader,737,B,D,Not Met,69.2,B,84.1,B,81.7,C,46.2,B,A,2.8,C,-0.1,D,-1.4,NR,NC,NR,NC,A,A,96.9,A,98.6,C,50.3,97.0,96.9,96.7,1.8,
045963,New Knoxville Local,Auglaize,Region 6,345 S Main St,"New Knoxville, OH, 45871-0476",(419) 753-2431,Kimberly S. Waterman,386,B,C,Not Met,70.8,B,84.3,A,100.0,NR,NC,F,F,-3.5,NR,NC,NR,NC,NR,NC,NR,NC,A,A,100.0,A,97.1,D,38.0,97.3,97.4,97.4,2.4,
045971,Waynesfield-Goshen Local,Auglaize,Region 6,500 N Westminster St,"Waynesfield, OH, 45896-9448",(419) 568-9100,J. Chris Pfister,513,D,F,Not Met,20.8,C,74.9,F,49.3,C,31.4,A,A,5.9,NR,NC,NR,NC,B,1.4,NR,NC,A,A,96.2,B,92.5,D,37.4,95.2,95.5,95.8,10.0,
045997,St Clairsville-Richland City,Belmont,Region 12,108 Woodrow Ave,"Saint Clairsville, OH, 43950-1567",(740) 695-1624,Walter E. Skaggs,1664,D,F,Not Met,12.5,C,72.6,D,67.6,C,33.3,D,F,-9.5,F,-3.4,D,-1.5,D,-2.0,NR,NC,A,A,97.2,A,96.2,D,44.5,94.9,94.9,94.6,8.4,
046003,Shadyside Local,Belmont,Region 12,3890 Lincoln Ave,"Shadyside, OH, 43947-1319",(740) 676-3235,John M. Haswell,800,D,F,Not Met,24.0,C,72.3,D,67.0,C,31.4,D,F,-6.2,F,-3.1,B,1.0,C,0.2,NR,NC,A,B,92.4,A,98.2,F,20.7,95.5,95.6,95.0,6.7,
046011,Union Local,Belmont,Region 12,66779 Belmont Morristown Rd,"Belmont, OH, 43718-9568",(740) 782-1978,Robert B. Porter,1469,D,F,Not Met,7.7,D,69.1,F,44.6,C,44.0,D,F,-3.0,F,-3.5,D,-1.7,D,-2.0,NR,NC,C,C,87.0,C,86.8,F,17.9,94.8,95.0,95.5,10.2,
046037,Eastern Local,Brown,Region 14,11479 US Highway 62,"Winchester, OH, 45697-9690",(937) 695-1399,Michele R. Filon,1261,D,F,Not Met,12.5,C,73.6,F,55.1,B,55.0,A,A,9.0,B,1.9,A,4.7,A,6.2,NR,NC,B,B,91.2,B,93.0,F,23.2,95.8,95.8,95.3,5.7,
046045,Fayetteville-Perry Local,Brown,Region 14,551 S Apple St,"Fayetteville, OH, 45118-8461",(513) 875-2423,James J. Brady,856,D,F,Not Met,12.5,C,73.5,C,77.0,F,-7.1,B,B,1.5,NR,NC,F,-2.8,B,1.0,NR,NC,A,A,95.1,B,94.4,D,29.1,94.7,95.2,95.2,12.1,
046060,Western Brown Local,Brown,Region 14,524 W Main St,"Mount Orab, OH, 45154-8262",(937) 444-2044,Raegan L. White,2999,D,F,Not Met,4.2,D,68.5,F,41.5,D,21.2,B,A,3.4,C,0.9,C,-0.2,A,2.1,NR,NC,B,B,89.7,C,89.4,F,23.5,95.3,96.1,96.2,10.6,
046078,Ripley-Union-Lewis-Huntington Local,Brown,Region 14,PO Box 85,"Ripley, OH, 45167-0085",(937) 392-4396,James L. Wilkins II,852,D,F,Not Met,12.5,D,66.4,D,66.7,C,28.7,F,F,-7.7,NR,NC,F,-4.4,F,-4.6,NR,NC,B,B,89.7,B,92.6,D,25.3,93.6,93.8,94.4,17.7,
046094,Edgewood City,Butler,Region 13,3440 Busenbark Rd,"Trenton, OH, 45067-7612",(513) 863-4692,Simon R. Fussnecker Jr,3461,D,F,Not Met,8.3,C,73.1,F,35.8,C,47.6,D,F,-2.8,D,-1.3,F,-3.0,B,1.2,NR,NC,B,B,90.7,B,94.1,D,34.3,94.2,94.8,94.8,15.5,
046102,Fairfield City,Butler,Region 13,4641 Bach Ln,"Fairfield, OH, 45014-1900",(513) 829-6300,Billy J. Smith,9155,D,F,Not Met,8.0,C,73.6,F,54.7,C,38.6,B,A,9.1,A,9.2,C,0.3,A,3.0,NR,NC,A,B,92.8,A,97.5,D,41.2,95.7,96.0,95.9,7.9,
046110,Lakota Local,Butler,Region 13,5572 Princeton Rd,"Liberty Township, OH, 45011-9726",(513) 874-5505,Matthew J. Miller,15057,C,D,Not Met,56.0,B,82.7,C,72.0,B,53.8,A,A,28.3,A,18.3,A,8.7,A,11.5,NR,NC,A,A,94.0,B,94.9,C,58.8,96.5,96.6,97.7,4.5,
046128,Madison Local,Butler,Region 13,1324 Middletown Eaton Rd,"Middletown, OH, 45042-1525",(513) 420-4750,Charles C. Philpot,1497,D,F,Not Met,12.5,C,73.4,D,68.8,C,39.8,B,C,-0.3,B,1.2,C,1.0,B,1.2,NR,NC,A,A,94.2,A,95.4,D,42.2,95.1,95.2,95.1,10.5,
046136,New Miami Local,Butler,Region 13,600 Seven Mile Ave,"Hamilton, OH, 45011-5748",(513) 863-0833,Rhonda J. Parker,639,D,F,Not Met,0.0,D,59.1,F,24.4,D,16.4,D,F,-4.9,NR,NC,F,-2.6,D,-1.2,NR,NC,D,F,75.4,D,84.3,F,19.6,94.0,94.0,93.8,17.2,
046144,Ross Local,Butler,Region 13,3371 Hamilton Cleves Rd,"Hamilton, OH, 45013-9535",(513) 863-1253,Scott M. Gates,2599,C,D,Not Met,58.3,B,82.1,C,73.3,B,49.3,A,A,11.0,A,5.3,B,1.4,A,3.1,NR,NC,A,A,98.1,A,96.5,C,45.7,96.0,96.3,96.3,8.2,
046151,Talawanda City,Butler,Region 13,131 W Chestnut St,"Oxford, OH, 45056-2619",(513) 273-3333,Kelly L. Spivey,2839,C,F,Not Met,33.3,C,78.4,B,80.4,B,64.2,B,A,3.4,A,5.0,F,-3.3,C,0.1,NR,NC,B,B,91.2,B,92.7,D,39.9,94.8,95.3,95.4,11.5,
046177,Brown Local,Carroll,Region 12,3242 Coral Rd NW,"Malvern, OH, 44644-9467",(330) 863-1170,Scott M. Bowling,633,D,F,Not Met,12.0,D,68.0,D,62.3,B,72.3,D,F,-7.1,B,1.8,C,-0.5,D,-1.4,NR,NC,A,A,95.8,A,95.9,D,37.8,94.2,94.1,94.0,12.6,
046193,Graham Local,Champaign,Region 6,7790 US Highway 36,"Saint Paris, OH, 43072-9496",(937) 663-4123,Kirk Koennecke,1783,D,F,Not Met,0.0,D,66.9,F,50.2,C,28.9,B,A,3.1,A,4.0,C,-0.0,A,2.3,NR,NC,B,B,92.8,B,90.3,D,34.3,94.8,94.8,94.9,10.8,
046201,Triad Local,Champaign,Region 6,7920 Brush Lake Rd,"North Lewisburg, OH, 43060-9617",(937) 826-4961,Christopher M. Piper,834,D,F,Not Met,12.5,C,74.4,F,41.2,C,32.6,A,A,14.6,A,4.4,A,3.8,A,4.9,NR,NC,B,B,91.9,B,94.0,D,34.1,94.0,94.3,94.5,14.7,
046219,West Liberty-Salem Local,Champaign,Region 6,7208 US Highway 68 N,"West Liberty, OH, 43357-9663",(937) 465-1075,Kraig E. Hissong,1170,C,D,Not Met,62.5,B,81.7,F,51.6,B,57.1,A,A,7.0,A,2.9,B,1.5,A,2.5,NR,NC,A,A,100.0,A,98.0,C,56.2,95.0,95.2,95.3,10.5,
046235,Greenon Local,Clark,Region 10,500 Enon Xenia Pike,"Enon, OH, 45323-1759",(937) 864-1202,Bradley K. Silvus,1550,D,F,Not Met,7.7,D,69.0,F,36.4,C,26.7,D,F,-12.5,C,-0.4,F,-4.0,F,-4.0,NR,NC,A,A,93.4,A,95.1,D,41.9,93.9,94.1,94.5,16.2,
046243,Tecumseh Local,Clark,Region 10,9760 W National Rd,"New Carlisle, OH, 45344-9290",(937) 845-3576,Norm W. Glismann,2970,D,F,Not Met,0.0,D,66.3,F,41.6,D,10.4,D,F,-10.8,F,-4.2,F,-4.2,D,-1.7,NR,NC,B,C,88.6,B,91.6,D,27.5,93.9,94.5,94.9,16.0,
046250,Northeastern Local,Clark,Region 10,1414 Bowman Rd,"Springfield, OH, 45502-8826",(937) 325-7615,John P. Kronour,3282,D,F,Not Met,4.2,C,73.6,C,72.0,C,41.0,A,A,20.3,A,4.6,A,5.3,A,9.3,NR,NC,A,A,95.5,A,95.7,D,39.7,94.7,95.4,95.5,12.0,
046268,Northwestern Local,Clark,Region 10,5610 Troy Rd,"Springfield, OH, 45502-9032",(937) 964-1318,Jesse D. Steiner,1639,D,F,Not Met,8.3,C,72.4,F,59.8,C,32.5,A,A,12.0,A,3.1,A,3.5,A,3.8,NR,NC,A,A,95.3,A,95.5,D,36.0,94.9,95.1,95.1,11.3,
046276,Southeastern Local,Clark,Region 10,226 Clifton Rd,"South Charleston, OH, 45368-9602",(888) 627-6745,David M. Shea,720,D,F,Not Met,12.5,C,73.3,C,73.0,B,73.6,A,A,7.4,NR,NC,B,1.4,A,2.8,NR,NC,A,B,92.6,A,100.0,D,34.5,94.7,94.9,95.7,12.5,
046284,Clark-Shawnee Local,Clark,Region 10,3680 Selma Rd,"Springfield, OH, 45502-6310",(937) 328-5378,Gregg E. Morris,1942,C,F,Not Met,15.4,C,76.7,C,71.9,C,46.6,B,B,1.2,A,3.4,F,-4.8,F,-2.9,NR,NC,A,A,97.4,B,93.1,C,47.1,94.6,94.9,95.0,12.4,
046300,Batavia Local,Clermont,Region 13,800 Bauer Ave,"Batavia, OH, 45103-1990",(513) 732-2343,Keith D. Millard,2215,D,F,Not Met,8.3,C,74.3,F,54.7,C,36.3,B,A,2.0,A,3.5,F,-4.7,C,-0.6,NR,NC,A,A,94.9,B,93.5,D,32.7,94.1,94.0,94.0,15.4,
046318,Bethel-Tate Local,Clermont,Region 13,675 West Plane Street,"Bethel, OH, 45106",(513) 734-2271,Melissa A. Kircher,1552,C,F,Not Met,20.8,C,75.8,D,66.7,C,35.9,B,A,2.3,A,4.3,C,0.9,C,0.7,NR,NC,A,A,94.1,A,95.8,C,45.5,93.9,94.2,94.6,16.4,
046326,Clermont Northeastern Local,Clermont,Region 13,2792 Us Highway 50,"Batavia, OH, 45103-8532",(513) 625-5478,Joseph M. Brandt,1407,D,F,Not Met,0.0,D,67.6,F,33.0,C,38.7,D,F,-5.6,D,-1.0,C,-0.1,C,-0.3,NR,NC,B,B,89.4,B,94.9,D,28.7,94.4,94.4,94.1,14.0,
046334,Felicity-Franklin Local,Clermont,Region 13,PO Box 619,"Felicity, OH, 45120-0619",(513) 362-5348,David R. Gibson,840,C,F,Not Met,25.0,C,75.0,C,74.9,B,58.6,C,D,-1.4,B,1.4,C,0.3,C,0.7,NR,NC,C,C,88.9,C,86.7,D,27.4,93.9,94.4,93.8,14.8,
046342,Goshen Local,Clermont,Region 13,6694 Goshen Rd,"Goshen, OH, 45122-9273",(513) 722-2222,Darrell Edwards,2732,C,F,Met,37.5,C,77.7,C,77.6,B,55.1,B,C,-0.2,C,-0.7,A,5.5,A,4.4,NR,NC,A,A,97.6,A,96.4,D,28.3,94.6,95.3,95.1,14.9,
046359,West Clermont Local,Clermont,Region 13,4350 Aicholtz Rd,"Cincinnati, OH, 45245-1505",(513) 943-5000,Keith Kline,7769,D,F,Not Met,8.3,C,71.8,D,61.7,C,44.6,D,F,-8.3,D,-2.0,F,-6.6,F,-4.7,NR,NC,B,B,92.7,B,90.4,D,31.5,95.1,95.5,95.3,10.3,
046367,Williamsburg Local,Clermont,Region 13,549A W Main St,"Williamsburg, OH, 45176-1110",(513) 724-3077,Matthew D. Earley,962,D,F,Not Met,8.3,C,74.4,F,47.1,C,46.7,C,C,1.0,D,-1.1,D,-1.1,D,-1.0,NR,NC,A,A,93.2,A,95.6,D,35.1,94.9,94.7,94.4,11.4,
046383,Blanchester Local,Clinton,Region 14,951 Cherry St.,"Blanchester, OH, 45107-7846",(937) 783-3523,Dean D. Lynch,1592,C,F,Not Met,20.8,C,76.5,C,73.4,B,67.3,B,A,6.4,B,1.7,A,3.0,C,0.7,NR,NC,A,A,94.4,A,96.7,D,28.2,95.0,95.2,95.3,9.0,
046391,Clinton-Massie Local,Clinton,Region 14,2556 Lebanon Rd,"Clarksville, OH, 45113-8201",(937) 289-2471,Matthew P. Baker,1739,C,F,Not Met,24.0,C,77.1,C,74.9,B,58.8,B,A,5.8,B,1.2,C,-0.1,B,1.4,NR,NC,B,B,92.2,B,92.4,C,48.7,95.6,96.1,95.8,6.0,
046409,East Clinton Local,Clinton,Region 14,97 Astro Way,"Sabina, OH, 45169-9521",(937) 584-2461,Eric B. Magee,1308,D,F,Not Met,12.5,C,71.0,D,64.9,C,46.3,B,B,2.0,C,-0.0,B,1.1,A,2.6,NR,NC,B,B,92.9,B,92.3,D,30.2,94.0,94.5,94.0,13.1,
046425,Beaver Local,Columbiana,Region 5,46088 Bell School Rd,"East Liverpool, OH, 43920-8774",(330) 385-6831,Eric N. Lowe,1795,C,F,Not Met,25.0,C,76.3,B,82.4,B,52.8,B,A,8.0,B,1.1,C,-0.9,B,1.4,NR,NC,C,C,87.3,B,92.1,D,39.6,93.7,94.1,94.3,16.0,
046433,Crestview Local,Columbiana,Region 5,44100 Crestview Rd Ste A,"Columbiana, OH, 44408-9660",(330) 482-5526,Matthew T. Manley,1268,C,F,Not Met,41.7,C,79.3,B,86.1,B,50.5,B,A,5.9,A,3.7,B,1.1,C,0.8,NR,NC,A,A,98.9,A,96.3,C,47.6,95.1,94.9,95.0,8.2,
046441,Southern Local,Columbiana,Region 5,38095 State Route 39,"Salineville, OH, 43945-9726",(330) 679-2343,John S. Wilson,826,D,F,Not Met,12.5,D,69.3,F,44.6,C,46.4,A,A,8.3,B,1.7,A,4.4,A,2.4,NR,NC,B,B,92.2,A,95.8,C,56.8,93.3,93.4,93.9,19.7,
046458,United Local,Columbiana,Region 5,8143 State Route 9,"Hanoverton, OH, 44423-8618",(330) 223-1521,Lance B. Hostetler,1160,C,F,Not Met,45.8,C,79.0,C,76.8,B,50.0,B,A,9.1,C,1.0,C,0.7,A,2.6,NR,NC,A,A,95.4,A,95.7,C,45.7,94.8,95.4,95.4,11.0,
046474,Ridgewood Local,Coshocton,Region 12,301 S Oak St,"West Lafayette, OH, 43845-1339",(740) 545-5312,Michael A. Masloski,1257,D,F,Not Met,16.7,C,72.3,F,54.7,C,33.3,B,A,8.4,A,2.8,F,-2.2,B,1.6,NR,NC,B,B,90.8,B,93.1,D,26.6,94.7,94.9,95.1,10.7,
046482,River View Local,Coshocton,Region 12,26496 State Route 60,"Warsaw, OH, 43844-9714",(740) 824-3521,Harry D. Summers,2003,D,F,Not Met,20.8,C,74.6,F,34.2,C,36.6,B,A,5.9,B,1.8,C,-0.3,B,1.5,NR,NC,B,A,95.0,B,91.9,D,37.2,95.0,95.3,95.2,8.9,
046508,Buckeye Central Local,Crawford,Region 7,938 S Kibler St,"New Washington, OH, 44854-9521",(419) 492-2864,Mark A. Robinson,627,C,F,Not Met,40.0,C,78.5,B,86.7,C,34.4,A,A,9.3,A,3.2,A,2.6,A,3.6,NR,NC,A,A,96.6,A,95.6,D,34.6,94.8,95.6,95.8,11.8,
046516,Colonel Crawford Local,Crawford,Region 7,2303 State Route 602,"North Robinson, OH, 44827-9711",(419) 562-6755,William T. Martin,907,D,F,Not Met,8.0,C,71.0,F,46.8,C,33.1,D,F,-2.8,D,-1.2,F,-6.1,F,-3.2,NR,NC,A,A,98.7,A,100.0,C,46.6,95.6,95.3,95.8,6.7,
046524,Wynford Local,Crawford,Region 7,3288 Holmes Center Rd,"Bucyrus, OH, 44820-9463",(419) 562-7828,Frederick M. Fox,1073,D,F,Not Met,20.8,C,73.8,F,56.8,C,31.1,A,A,14.6,B,1.7,A,3.4,A,6.3,NR,NC,A,A,100.0,B,93.5,D,29.7,95.9,96.0,96.1,5.6,
046557,Cuyahoga Heights Local,Cuyahoga,Region 3,4820 E 71st St,"Cuyahoga Heights, OH, 44125-1043",(216) 429-5700,Thomas Evans,743,B,B,Not Met,83.3,B,85.5,C,76.9,C,26.0,B,A,12.7,A,4.4,C,0.7,B,1.2,NR,NC,A,A,97.1,A,96.3,C,61.8,96.4,95.9,95.7,4.1,
046565,Independence Local,Cuyahoga,Region 3,7733 Stone Rd,"Independence, OH, 44131-4813",(216) 642-5850,Benjamin J. Hegedish,1033,B,C,Not Met,75.0,B,85.3,B,88.2,C,32.0,D,F,-3.3,F,-3.3,C,0.7,NR,NC,NR,NC,A,A,97.5,A,97.1,B,85.0,95.7,96.1,96.1,7.7,
046573,Olmsted Falls City,Cuyahoga,Region 3,PO Box 38010,"Olmsted Falls, OH, 44138-0010",(440) 427-6000,James L. Lloyd,3516,C,D,Not Met,54.2,B,82.4,C,73.0,C,47.6,B,A,4.6,A,3.0,F,-4.0,C,-0.8,NR,NC,A,A,95.7,A,97.2,C,65.9,95.9,96.2,96.1,5.8,
046581,Orange City,Cuyahoga,Region 3,32000 Chagrin Blvd,"Cleveland, OH, 44124-5922",(216) 831-8600,Edwin S. Holland,1988,B,B,Not Met,83.3,B,85.3,B,86.5,NR,NC,A,A,23.7,A,14.2,A,7.3,A,5.9,NR,NC,A,A,96.9,A,98.8,B,82.6,95.6,95.9,95.7,6.1,
046599,Richmond Heights Local,Cuyahoga,Region 3,447 Richmond Rd,"Richmond Heights, OH, 44143-1429",(216) 692-8485,Renee T. Willis,744,F,F,Not Met,0.0,D,54.9,F,6.7,C,25.3,D,F,-4.7,D,-1.5,D,-1.9,D,-1.5,NR,NC,D,F,70.7,D,83.6,F,22.7,93.3,93.8,94.3,18.3,
046607,Solon City,Cuyahoga,Region 3,33800 Inwood Dr,"Solon, OH, 44139-4133",(440) 248-1600,Joseph V. Regano,4526,A,A,Not Met,95.8,A,92.5,B,89.3,NR,NC,A,A,17.5,A,6.2,A,5.0,B,1.6,NR,NC,A,A,96.8,A,98.3,B,89.3,97.0,97.1,97.1,2.9,
046623,Ansonia Local,Darke,Region 10,PO Box 279,"Ansonia, OH, 45303-0279",(937) 337-4000,James R. Atchley,785,C,F,Not Met,45.8,C,78.4,C,76.6,C,25.3,C,C,0.9,NR,NC,F,-4.3,D,-1.7,NR,NC,A,A,98.4,A,100.0,D,31.0,96.2,96.5,96.1,4.5,
046631,Arcanum-Butler Local,Darke,Region 10,2011 Trojan Ave,"Arcanum, OH, 45304-1381",(937) 692-5174,Johnathan N. Stephens,1136,C,F,Not Met,37.5,C,78.2,F,59.9,C,37.8,A,A,8.6,B,1.8,A,2.1,A,3.3,NR,NC,A,A,98.0,A,100.0,D,35.1,95.9,96.2,96.4,5.2,
046649,Franklin Monroe Local,Darke,Region 10,PO Box 78,"Pitsburg, OH, 45358-0078",(937) 947-1212,Jeffrey M. Patrick,620,C,D,Not Met,54.2,B,82.5,B,87.5,NR,NC,B,A,2.8,C,-0.1,D,-1.1,NR,NC,NR,NC,A,A,98.6,A,98.2,D,44.6,96.5,96.6,96.5,2.5,
046672,Mississinawa Valley Local,Darke,Region 10,1469 State Road 47 E,"Union City, OH, 45390-8628",(937) 968-5656,Douglas E. Dunham,613,D,F,Not Met,0.0,C,70.9,F,53.8,D,11.3,C,F,-5.1,NR,NC,NR,NC,A,2.0,NR,NC,A,A,93.8,A,97.8,D,25.0,95.6,96.1,96.3,9.2,
046680,Tri-Village Local,Darke,Region 10,315 S Main St,"New Madison, OH, 45346-9797",(937) 996-6261,Joshua M. Sagester,808,D,F,Not Met,8.0,C,72.1,F,48.6,C,30.9,B,A,4.6,B,1.1,C,0.9,A,3.2,NR,NC,A,A,95.0,B,94.8,D,29.9,94.8,95.1,95.4,8.0,
046706,Ayersville Local,Defiance,Region 1,28046 Watson Rd,"Defiance, OH, 43512-8851",(419) 395-1111,Donald F. Diglia,721,C,D,Not Met,58.3,B,81.9,B,81.2,B,64.9,B,A,7.4,C,-0.9,A,2.6,A,2.0,NR,NC,A,A,95.9,A,98.2,C,49.1,96.2,96.2,96.3,6.8,
046714,Central Local,Defiance,Region 1,6289 Us Highway 127,"Sherwood, OH, 43556-9735",(419) 658-2808,Vicki L. Brunn,994,C,D,Not Met,54.2,B,82.5,B,81.4,C,32.9,A,A,9.0,A,2.3,A,4.6,B,1.9,NR,NC,A,A,94.7,A,95.6,C,46.4,95.5,95.8,95.6,7.7,
046722,Northeastern Local,Defiance,Region 1,5921 Domersville Rd,"Defiance, OH, 43512-9121",(419) 497-3461,James C. Roach,1088,C,F,Not Met,45.8,B,80.0,C,71.6,C,30.1,A,A,5.3,A,2.3,A,3.5,B,1.9,NR,NC,A,A,98.8,A,100.0,D,43.3,95.9,96.2,96.5,7.7,
046748,Big Walnut Local,Delaware,Region 11,110 Tippett Ct,"Sunbury, OH, 43074-9334",(740) 965-3010,Angela S. Pollock,3464,C,F,Not Met,25.0,C,78.0,C,79.6,B,53.2,B,B,1.0,B,1.6,C,-0.2,A,2.6,NR,NC,A,A,95.0,A,96.1,C,55.5,95.3,95.3,95.4,8.7,
046755,Buckeye Valley Local,Delaware,Region 11,679 Coover Rd,"Delaware, OH, 43015-9562",(740) 369-8735,Andrew J. Miller,2100,C,F,Met,29.2,C,79.4,D,62.8,B,53.0,B,A,13.3,A,6.4,C,1.0,B,1.8,NR,NC,A,A,97.7,A,95.7,C,54.5,94.9,95.3,95.4,11.9,
046763,Olentangy Local,Delaware,Region 11,7840 Graphics Way,"Lewis Center, OH, 43035-9078",(740) 657-4050,Mark T. Raiff,19716,B,A,Not Met,91.7,B,86.4,B,83.0,C,43.2,F,F,-23.1,F,-16.9,F,-6.5,F,-2.3,NR,NC,A,A,98.3,A,99.0,B,77.0,95.8,96.0,96.0,6.9,
046789,Edison Local (formerly Berlin-Milan),Erie,Region 2,140 Main St S,"Milan, OH, 44846-9735",(419) 499-3000,Thomas C. Roth,1504,C,D,Not Met,61.5,B,80.9,B,88.4,D,21.9,A,A,19.5,A,5.7,A,3.4,A,3.9,NR,NC,A,A,94.9,A,98.4,C,64.7,95.9,95.7,95.5,6.1,
046805,Margaretta Local,Erie,Region 2,305 S Washington St,"Castalia, OH, 44824-9263",(419) 684-5322,Dennis R. Mock,1142,D,F,Not Met,8.3,C,71.9,F,59.9,C,43.5,C,F,-2.7,D,-1.8,A,2.6,B,1.8,NR,NC,A,A,94.0,A,100.0,D,29.6,95.4,95.2,95.3,6.5,
046813,Perkins Local,Erie,Region 2,3714 Campbell St Ste B,"Sandusky, OH, 44870-7232",(419) 625-0484,Jodie Hausmann,2091,D,F,Not Met,15.4,C,73.6,D,64.3,C,46.0,A,A,24.6,A,9.6,A,5.0,A,10.2,NR,NC,A,A,95.2,A,98.0,D,40.2,94.9,95.3,95.1,10.4,
046821,Vermilion Local,Erie,Region 2,1250 Sanford St,"Vermilion, OH, 44089-1577",(440) 204-1700,Philip M. Pempin,1804,D,F,Not Met,28.0,C,72.6,F,52.2,C,44.6,C,D,-1.7,A,3.5,F,-4.8,F,-3.7,NR,NC,A,A,93.0,A,95.0,D,38.2,93.9,95.1,94.7,12.9,
046847,Amanda-Clearcreek Local,Fairfield,Region 11,328 E Main St,"Amanda, OH, 43102-9330",(740) 969-7250,James B. Dick,1489,C,F,Not Met,12.5,C,75.4,F,50.0,B,51.5,A,A,15.7,A,6.0,A,2.9,A,3.2,NR,NC,A,B,92.5,A,98.4,D,31.9,94.4,94.8,95.1,12.9,
046854,Berne Union Local,Fairfield,Region 11,506 N Main St,"Sugar Grove, OH, 43155-0187",(740) 746-8341,Richard R. Spindler,863,C,F,Not Met,41.7,C,76.8,B,83.3,D,14.3,F,F,-7.6,NR,NC,F,-4.8,F,-2.7,NR,NC,A,A,97.3,A,96.4,D,37.7,95.4,95.8,96.0,8.1,
046862,Bloom-Carroll Local,Fairfield,Region 11,5240 Plum Rd,"Carroll, OH, 43112-9716",(614) 837-6560,Shawn P. Haughn,1941,C,F,Not Met,45.8,C,79.9,C,73.3,B,54.1,B,A,3.0,C,-0.2,A,3.4,B,1.8,NR,NC,A,A,96.0,A,98.7,D,42.7,95.0,94.9,94.8,10.4,
